,File Name,Order,Ratio
0,MCD19A2.A2017076.h08v05.006.2018116235939.hdf,0,0.6015548611111111
1,MCD19A2.A2017076.h08v05.006.2018116235939.hdf,1,0.04472361111111111
2,MCD19A2.A2017076.h08v05.006.2018116235939.hdf,2,0.29755763888888886
3,MCD19A2.A2017076.h08v05.006.2018116235939.hdf,3,0.2107263888888889
4,MCD19A2.A2018318.h08v05.006.2018320034027.hdf,0,0.09197361111111112
5,MCD19A2.A2018318.h08v05.006.2018320034027.hdf,1,0.47205277777777777
6,MCD19A2.A2018318.h08v05.006.2018320034027.hdf,2,0.5333694444444445
7,MCD19A2.A2018318.h08v05.006.2018320034027.hdf,3,2.1527777777777776e-05
8,MCD19A2.A2017273.h08v05.006.2018119171212.hdf,0,0.0
9,MCD19A2.A2017273.h08v05.006.2018119171212.hdf,1,0.7365756944444445
10,MCD19A2.A2017273.h08v05.006.2018119171212.hdf,2,0.5402298611111112
11,MCD19A2.A2017273.h08v05.006.2018119171212.hdf,3,0.033327083333333334
12,MCD19A2.A2017273.h08v05.006.2018119171212.hdf,4,0.27222430555555555
13,MCD19A2.A2019160.h08v05.006.2019162034206.hdf,0,0.62535625
14,MCD19A2.A2019160.h08v05.006.2019162034206.hdf,1,0.4041652777777778
15,MCD19A2.A2019160.h08v05.006.2019162034206.hdf,2,0.05069513888888889
16,MCD19A2.A2019160.h08v05.006.2019162034206.hdf,3,0.20203958333333333
17,MCD19A2.A2020204.h08v05.006.2020206042552.hdf,0,0.5045597222222222
18,MCD19A2.A2020204.h08v05.006.2020206042552.hdf,1,0.007694444444444445
19,MCD19A2.A2020204.h08v05.006.2020206042552.hdf,2,0.1761215277777778
20,MCD19A2.A2020204.h08v05.006.2020206042552.hdf,3,0.32641180555555555
21,MCD19A2.A2018133.h08v05.006.2018156172049.hdf,0,0.31050208333333335
22,MCD19A2.A2018133.h08v05.006.2018156172049.hdf,1,0.21519444444444444
23,MCD19A2.A2018133.h08v05.006.2018156172049.hdf,2,0.3846527777777778
24,MCD19A2.A2018133.h08v05.006.2018156172049.hdf,3,0.0
25,MCD19A2.A2017193.h08v05.006.2018117234516.hdf,0,0.008215277777777778
26,MCD19A2.A2017193.h08v05.006.2018117234516.hdf,1,0.5460006944444444
27,MCD19A2.A2017193.h08v05.006.2018117234516.hdf,2,0.38145277777777775
28,MCD19A2.A2017193.h08v05.006.2018117234516.hdf,3,0.0
29,MCD19A2.A2017193.h08v05.006.2018117234516.hdf,4,0.19957708333333332
30,MCD19A2.A2019260.h08v05.006.2019262041512.hdf,0,0.646825
31,MCD19A2.A2019260.h08v05.006.2019262041512.hdf,1,0.08164444444444445
32,MCD19A2.A2019260.h08v05.006.2019262041512.hdf,2,0.21584166666666665
33,MCD19A2.A2019260.h08v05.006.2019262041512.hdf,3,0.6149145833333334
34,MCD19A2.A2018215.h08v05.006.2018220221852.hdf,0,0.18596527777777777
35,MCD19A2.A2018215.h08v05.006.2018220221852.hdf,1,0.49009444444444444
36,MCD19A2.A2018215.h08v05.006.2018220221852.hdf,2,0.5331027777777778
37,MCD19A2.A2018215.h08v05.006.2018220221852.hdf,3,0.0021194444444444446
38,MCD19A2.A2021249.h08v05.006.2021251204248.hdf,0,0.6203819444444445
39,MCD19A2.A2021249.h08v05.006.2021251204248.hdf,1,0.09879027777777778
40,MCD19A2.A2021249.h08v05.006.2021251204248.hdf,2,0.10460902777777778
41,MCD19A2.A2021249.h08v05.006.2021251204248.hdf,3,0.5578777777777778
42,MCD19A2.A2021056.h08v05.006.2021061011010.hdf,0,0.14436805555555557
43,MCD19A2.A2021056.h08v05.006.2021061011010.hdf,1,0.58603125
44,MCD19A2.A2021056.h08v05.006.2021061011010.hdf,2,0.7253979166666666
45,MCD19A2.A2021056.h08v05.006.2021061011010.hdf,3,0.020297222222222223
46,MCD19A2.A2019210.h08v05.006.2019212033344.hdf,0,0.47969375
47,MCD19A2.A2019210.h08v05.006.2019212033344.hdf,1,0.07064027777777777
48,MCD19A2.A2019210.h08v05.006.2019212033344.hdf,2,0.11705
49,MCD19A2.A2019210.h08v05.006.2019212033344.hdf,3,0.3279340277777778
50,MCD19A2.A2020075.h08v05.006.2020077230533.hdf,0,0.19585902777777778
51,MCD19A2.A2020075.h08v05.006.2020077230533.hdf,1,0.10571944444444445
52,MCD19A2.A2020075.h08v05.006.2020077230533.hdf,2,0.36486111111111114
53,MCD19A2.A2020075.h08v05.006.2020077230533.hdf,3,0.0
54,MCD19A2.A2020119.h08v05.006.2020121033505.hdf,0,0.6614944444444445
55,MCD19A2.A2020119.h08v05.006.2020121033505.hdf,1,0.12353055555555556
56,MCD19A2.A2020119.h08v05.006.2020121033505.hdf,2,0.13373125
57,MCD19A2.A2020119.h08v05.006.2020121033505.hdf,3,0.5595847222222222
58,MCD19A2.A2017270.h08v05.006.2018119163039.hdf,0,0.6062333333333333
59,MCD19A2.A2017270.h08v05.006.2018119163039.hdf,1,0.021989583333333333
60,MCD19A2.A2017270.h08v05.006.2018119163039.hdf,2,0.16882916666666667
61,MCD19A2.A2017270.h08v05.006.2018119163039.hdf,3,0.6371673611111112
62,MCD19A2.A2017098.h08v05.006.2018117041230.hdf,0,0.24166527777777777
63,MCD19A2.A2017098.h08v05.006.2018117041230.hdf,1,0.1982125
64,MCD19A2.A2017098.h08v05.006.2018117041230.hdf,2,0.4256201388888889
65,MCD19A2.A2017098.h08v05.006.2018117041230.hdf,3,0.0021055555555555554
66,MCD19A2.A2020176.h08v05.006.2020178042728.hdf,0,0.4774888888888889
67,MCD19A2.A2020176.h08v05.006.2020178042728.hdf,1,0.045031944444444444
68,MCD19A2.A2020176.h08v05.006.2020178042728.hdf,2,0.11149027777777777
69,MCD19A2.A2020176.h08v05.006.2020178042728.hdf,3,0.3819638888888889
70,MCD19A2.A2022259.h08v05.006.2022261035310.hdf,0,0.7491
71,MCD19A2.A2022259.h08v05.006.2022261035310.hdf,1,0.13288819444444444
72,MCD19A2.A2022259.h08v05.006.2022261035310.hdf,2,0.6778875
73,MCD19A2.A2022259.h08v05.006.2022261035310.hdf,3,0.008694444444444444
74,MCD19A2.A2017313.h08v05.006.2018119201121.hdf,0,0.5006770833333334
75,MCD19A2.A2017313.h08v05.006.2018119201121.hdf,1,0.0013854166666666667
76,MCD19A2.A2017313.h08v05.006.2018119201121.hdf,2,0.26047777777777775
77,MCD19A2.A2017313.h08v05.006.2018119201121.hdf,3,0.6529055555555555
78,MCD19A2.A2019061.h08v05.006.2019063230309.hdf,0,0.06954722222222222
79,MCD19A2.A2019061.h08v05.006.2019063230309.hdf,1,0.006560416666666667
80,MCD19A2.A2019061.h08v05.006.2019063230309.hdf,2,0.004467361111111111
81,MCD19A2.A2019061.h08v05.006.2019063230309.hdf,3,0.08646666666666666
82,MCD19A2.A2019105.h08v05.006.2019107171352.hdf,0,0.2037034722222222
83,MCD19A2.A2019105.h08v05.006.2019107171352.hdf,1,0.17225416666666668
84,MCD19A2.A2019105.h08v05.006.2019107171352.hdf,2,0.0010430555555555555
85,MCD19A2.A2019105.h08v05.006.2019107171352.hdf,3,0.04937986111111111
86,MCD19A2.A2021309.h08v05.006.2021311052032.hdf,0,0.6674145833333334
87,MCD19A2.A2021309.h08v05.006.2021311052032.hdf,1,0.0025756944444444443
88,MCD19A2.A2021309.h08v05.006.2021311052032.hdf,2,0.5114465277777778
89,MCD19A2.A2021309.h08v05.006.2021311052032.hdf,3,0.18450347222222221
90,MCD19A2.A2020319.h08v05.006.2020321034427.hdf,0,0.12680902777777778
91,MCD19A2.A2020319.h08v05.006.2020321034427.hdf,1,0.6942131944444444
92,MCD19A2.A2020319.h08v05.006.2020321034427.hdf,2,0.0
93,MCD19A2.A2020319.h08v05.006.2020321034427.hdf,3,0.7744319444444444
94,MCD19A2.A2020319.h08v05.006.2020321034427.hdf,4,0.09354375
95,MCD19A2.A2018079.h08v05.006.2018122081247.hdf,0,0.3663625
96,MCD19A2.A2018079.h08v05.006.2018122081247.hdf,1,0.0008534722222222223
97,MCD19A2.A2018079.h08v05.006.2018122081247.hdf,2,0.27317708333333335
98,MCD19A2.A2018079.h08v05.006.2018122081247.hdf,3,0.046884027777777774
99,MCD19A2.A2019149.h08v05.006.2019151152814.hdf,0,0.07213819444444444
100,MCD19A2.A2019149.h08v05.006.2019151152814.hdf,1,0.4413138888888889
101,MCD19A2.A2019149.h08v05.006.2019151152814.hdf,2,0.0
102,MCD19A2.A2019149.h08v05.006.2019151152814.hdf,3,0.4568173611111111
103,MCD19A2.A2019149.h08v05.006.2019151152814.hdf,4,0.04400833333333334
104,MCD19A2.A2020150.h08v05.006.2020153202355.hdf,0,0.18624166666666667
105,MCD19A2.A2020150.h08v05.006.2020153202355.hdf,1,0.40000625
106,MCD19A2.A2020150.h08v05.006.2020153202355.hdf,2,0.3929152777777778
107,MCD19A2.A2020150.h08v05.006.2020153202355.hdf,3,0.0
108,MCD19A2.A2022302.h08v05.006.2022304051832.hdf,0,0.2928861111111111
109,MCD19A2.A2022302.h08v05.006.2022304051832.hdf,1,0.5545611111111111
